,epoch,train acc,valid acc
0,0.0,0.751359481665598,0.7208616783289141
1,1.0,0.8514983223348832,0.8523809524350155
2,2.0,0.9010644452171608,0.844444444471476
3,3.0,0.9230822631030892,0.8698412701386172
4,4.0,0.9360060164308598,0.8807256233665137
5,5.0,0.9425199583381411,0.8836734694147866
6,6.0,0.9527478884549987,0.890476190503222
7,7.0,0.9637278722665741,0.8859410428676475
8,8.0,0.9611014693972001,0.9065759640161682
9,9.0,0.9714103899012557,0.9018140587406634
