,epoch,train acc,valid acc
0,0.0,0.47198889274557443,0.49931972806686176
1,1.0,0.6114312160101999,0.6589569162349311
2,2.0,0.6781325928455672,0.7190476186691769
3,3.0,0.7120907092389582,0.7598639457133892
4,4.0,0.747113270848131,0.7861678003183569
5,5.0,0.7678930926664993,0.8081632651979961
6,6.0,0.7839986115876798,0.8274376415341349
7,7.0,0.7932546569409228,0.8242630383054685
8,8.0,0.7933125072243892,0.8371882089411591
9,9.0,0.8099618188073952,0.8435374150200495
